label,case,toy,variant,group,seed,epoch,time_to_ceiling,final_within_ceiling,mean_payoff,action_rate,mean_policy_action_probability_pre_revision,mean_policy_action_probability_post_local,mean_policy_action_probability_post_social,policy_action_probability_pre_revision_gt_0p5_rate,policy_action_probability_pre_revision_gt_0p7_rate,policy_action_probability_pre_revision_gt_0p9_rate,policy_action_probability_pre_revision_dwell_0p4_0p6_rate,policy_action_probability_pre_revision_p10,policy_action_probability_pre_revision_p50,policy_action_probability_pre_revision_p90,policy_action_probability_post_local_gt_0p5_rate,policy_action_probability_post_local_gt_0p7_rate,policy_action_probability_post_local_gt_0p9_rate,policy_action_probability_post_local_dwell_0p4_0p6_rate,policy_action_probability_post_local_p10,policy_action_probability_post_local_p50,policy_action_probability_post_local_p90,policy_action_probability_post_social_gt_0p5_rate,policy_action_probability_post_social_gt_0p7_rate,policy_action_probability_post_social_gt_0p9_rate,policy_action_probability_post_social_dwell_0p4_0p6_rate,policy_action_probability_post_social_p10,policy_action_probability_post_social_p50,policy_action_probability_post_social_p90,policy_probability_threshold_crossings_0p5_count,policy_probability_threshold_crossings_0p7_count,policy_probability_threshold_crossings_0p9_count,policy_probability_threshold_crossings_0p5_rate,policy_probability_threshold_crossings_0p7_rate,policy_probability_threshold_crossings_0p9_rate,action_flip_count,action_flip_rate,policy_pre_to_local_delta,policy_local_to_social_delta,policy_social_to_action_gap,action_rate_delta,mean_payoff_delta,realized_revision_rate,mean_local_loss,mean_social_loss,domain_effective_advantage_mean,domain_effective_advantage_positive_rate,domain_basin_action1_advantage_mean,domain_basin_action1_advantage_positive_rate,domain_basin_training_effective_advantage_mean,domain_basin_training_effective_advantage_positive_rate,domain_basin_training_effective_advantage_abs_mean,domain_basin_credit_positive_rate,domain_basin_score_delta_mean,domain_resource_fraction
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,1,13,True,2.31,0.53,0.5025693559646607,0.5025693559646607,0.5287916380167007,0.48,0.0,0.0,0.84,0.40614051222801206,0.49485111236572266,0.5943934798240662,0.48,0.0,0.0,0.84,0.40614051222801206,0.49485111236572266,0.5943934798240662,0.67,0.02,0.0,0.81,0.4393247663974762,0.52405846118927,0.6260602831840515,21.0,2.0,0.0,0.21,0.02,0.0,52.0,0.52,0.0,0.026222282052040025,-0.001208361983299322,0.06000000000000005,0.125,1.0,0.0,6.237030029296875e-06,0.7320000000000002,1.0,0.0068310458727990474,1.0,0.36941552293639957,1.0,0.36941552293639957,0.53,0.0005884046347736526,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,2,13,True,2.02,0.41,0.5287916380167007,0.5437734097242355,0.567337309718132,0.67,0.02,0.0,0.81,0.4393247663974762,0.52405846118927,0.6260602831840515,0.73,0.02,0.0,0.77,0.45384196639060975,0.5399253070354462,0.6437165975570679,0.82,0.06,0.0,0.67,0.4791836947202682,0.5603837370872498,0.6637643694877625,15.0,4.0,0.0,0.15,0.04,0.0,42.0,0.42,0.014981771707534786,0.02356389999389652,0.15733730971813203,-0.12000000000000005,-0.29000000000000004,1.0,0.0,1.0140836238861083e-05,0.8040000000000002,1.0,-0.004092259902861871,0.0,0.39995387004856914,1.0,0.39995387004856914,0.59,0.0008156457755328395,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,3,13,True,2.38,0.58,0.567337309718132,0.5822044989466667,0.6119268780946732,0.82,0.06,0.0,0.67,0.4791836947202682,0.5603837370872498,0.6637643694877625,0.89,0.08,0.0,0.61,0.49278929829597473,0.5761706233024597,0.6844125926494599,0.94,0.12,0.0,0.49,0.5206213414669036,0.6000260710716248,0.7266444325447082,12.0,6.0,0.0,0.12,0.06,0.0,45.0,0.45,0.014867189228534694,0.02972237914800646,0.031926878094673206,0.16999999999999998,0.3599999999999999,1.0,0.0,1.9619613885879518e-05,0.7020000000000002,1.0,0.005138188119186795,1.0,0.35356909405959347,1.0,0.35356909405959347,0.58,0.0008926158147882135,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,4,13,True,2.565,0.67,0.6119268780946732,0.6275603300333024,0.6572328397631645,0.94,0.12,0.0,0.49,0.5206213414669036,0.6000260710716248,0.7266444325447082,0.97,0.21,0.0,0.38,0.5363955557346344,0.6161597967147827,0.7446215510368347,0.97,0.29,0.0,0.22,0.5663146734237671,0.6519508361816406,0.7566714107990268,3.0,17.0,0.0,0.03,0.17,0.0,47.0,0.47,0.015633451938629195,0.02967250972986213,-0.01276716023683555,0.09000000000000008,0.18500000000000005,1.0,0.0,4.947096109390259e-05,0.6480000000000001,1.0,0.002909605085266518,1.0,0.3254548025426333,1.0,0.3254548025426333,0.67,0.0010992341362928682,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,5,13,True,2.43,0.59,0.6572328397631645,0.6727610632777214,0.7063663068413735,0.97,0.29,0.0,0.22,0.5663146734237671,0.6519508361816406,0.7566714107990268,0.97,0.37,0.0,0.16,0.5819367825984955,0.6698491871356964,0.7737145245075228,0.98,0.54,0.0,0.1,0.6024426341056823,0.7065158784389496,0.8291321098804474,1.0,25.0,0.0,0.01,0.25,0.0,46.0,0.46,0.01552822351455696,0.03360524356365202,0.1163663068413735,-0.08000000000000007,-0.1349999999999998,1.0,0.0,9.851746261119843e-05,0.696,1.0,0.004672859099593913,1.0,0.350336429549797,1.0,0.350336429549797,0.59,0.0009583517053633972,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,6,13,True,2.635,0.72,0.7063663068413735,0.7212198233604431,0.7578962668776512,0.98,0.54,0.0,0.1,0.6024426341056823,0.7065158784389496,0.8291321098804474,0.98,0.62,0.01,0.08,0.6100306570529938,0.7233618795871735,0.8432133615016938,0.99,0.75,0.05,0.04,0.6623716235160828,0.7632713317871094,0.880307650566101,1.0,21.0,5.0,0.01,0.21,0.05,41.0,0.41,0.014853516519069632,0.03667644351720811,0.03789626687765124,0.13,0.20499999999999963,1.0,0.0,0.0001989094167947769,0.6180000000000001,1.0,0.002012495540365452,1.0,0.31000624777018276,1.0,0.31000624777018276,0.72,0.0009547409751368508,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,7,13,True,2.89,0.89,0.7578962668776512,0.77215739518404,0.8090315228700637,0.99,0.75,0.05,0.04,0.6623716235160828,0.7632713317871094,0.880307650566101,0.99,0.82,0.07,0.03,0.6753154218196868,0.780348390340805,0.8913936614990234,1.0,0.91,0.15,0.03,0.7149370729923248,0.8199793994426727,0.9128536641597748,1.0,16.0,10.0,0.01,0.16,0.1,25.0,0.25,0.014261128306388815,0.03687412768602372,-0.08096847712993627,0.17000000000000004,0.25500000000000034,1.0,0.0,0.0003106406331062317,0.5160000000000001,1.0,0.00035738890520527146,1.0,0.25817869445260266,1.0,0.25817869445260266,0.89,0.000284838137988912,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,8,13,True,2.905,0.91,0.8090315228700637,0.821889066696167,0.8475602805614472,1.0,0.91,0.15,0.03,0.7149370729923248,0.8199793994426727,0.9128536641597748,1.0,0.92,0.19,0.03,0.7299084842205048,0.8351622223854065,0.9222948133945466,1.0,0.95,0.27,0.01,0.7506434679031372,0.8599343299865723,0.9385963559150696,0.0,4.0,12.0,0.0,0.04,0.12,16.0,0.16,0.012857543826103268,0.02567121386528015,-0.062439719438552865,0.020000000000000018,0.01499999999999968,1.0,0.0,0.000497717522084713,0.5040000000000001,1.0,0.00029877440012730295,0.98,0.2521493872000637,1.0,0.2521493872000637,0.89,0.00025965317528204077,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,9,13,True,2.965,0.97,0.8475602805614472,0.8586133325099945,0.8840753668546677,1.0,0.95,0.27,0.01,0.7506434679031372,0.8599343299865723,0.9385963559150696,1.0,0.95,0.31,0.01,0.7639141798019409,0.8740673363208771,0.9448040127754211,1.0,0.98,0.49,0.01,0.8173334717750549,0.8985485136508942,0.9534077763557434,0.0,3.0,22.0,0.0,0.03,0.22,10.0,0.1,0.011053051948547332,0.0254620343446732,-0.08592463314533227,0.05999999999999994,0.06000000000000005,1.0,0.0,0.0005804191902279854,0.4680000000000002,1.0,0.00018486389215100708,0.94,0.23409243194607554,1.0,0.23409243194607554,0.95,0.0001903399468411948,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,10,13,True,2.99,0.99,0.8840753668546677,0.8930537176132202,0.9114626127481461,1.0,0.98,0.49,0.01,0.8173334717750549,0.8985485136508942,0.9534077763557434,1.0,0.98,0.56,0.01,0.8303850769996644,0.9077681303024292,0.956292450428009,1.0,0.99,0.69,0.01,0.8558287680149078,0.9264667332172394,0.9620653092861176,0.0,1.0,20.0,0.0,0.01,0.2,4.0,0.04,0.008978350758552467,0.01840889513492594,-0.07853738725185389,0.020000000000000018,0.025000000000000355,1.0,0.0,0.0005603966675698757,0.45600000000000024,1.0,0.0002023105720917062,0.96,0.22810115528604583,1.0,0.22810115528604583,0.95,0.0002009657772202389,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,11,13,True,2.99,0.99,0.9114626127481461,0.9185024166107177,0.9314668613672257,1.0,0.99,0.69,0.01,0.8558287680149078,0.9264667332172394,0.9620653092861176,1.0,0.99,0.75,0.01,0.866516363620758,0.9329995810985565,0.9652765691280365,1.0,0.99,0.85,0.0,0.894644147157669,0.9434999227523804,0.9698392510414123,0.0,0.0,16.0,0.0,0.0,0.16,0.0,0.0,0.007039803862571636,0.012964444756507931,-0.05853313863277432,0.0,0.0,1.0,0.0,0.0004894101433455944,0.45600000000000024,1.0,0.00022148314047927388,0.96,0.22811074157023964,1.0,0.22811074157023964,0.95,0.00021862487769975237,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,12,13,True,2.99,0.99,0.9314668613672257,0.9368387973308563,0.9466615504026413,1.0,0.99,0.85,0.0,0.894644147157669,0.9434999227523804,0.9698392510414123,1.0,0.99,0.91,0.0,0.9050845742225647,0.9481462240219116,0.9712611973285675,1.0,0.99,0.95,0.0,0.9224310874938965,0.9555747509002686,0.973897910118103,0.0,0.0,10.0,0.0,0.0,0.1,0.0,0.0,0.005371935963630614,0.00982275307178504,-0.043338449597358664,0.0,0.0,1.0,0.0,0.0003984128125011921,0.45600000000000024,1.0,0.0002354423956004148,0.96,0.22811772119780024,1.0,0.22811772119780024,0.95,0.00023147755540585348,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,13,13,True,3.0,1.0,0.9466615504026413,0.9506846636533737,0.9584604007005691,1.0,0.99,0.95,0.0,0.9224310874938965,0.9555747509002686,0.973897910118103,1.0,0.99,0.95,0.0,0.9290274798870086,0.958812415599823,0.9750968515872955,1.0,1.0,0.97,0.0,0.9429916918277741,0.9656255543231964,0.9772128760814667,0.0,1.0,2.0,0.0,0.01,0.02,1.0,0.01,0.004023113250732346,0.0077757370471954745,-0.04153959929943085,0.010000000000000009,0.009999999999999787,1.0,0.0,0.00031061806716024874,0.45000000000000023,1.0,0.0002567961950723663,1.0,0.2251283980975362,1.0,0.2251283980975362,1.0,0.0002567961950723663,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,14,13,True,2.99,0.99,0.9584604007005691,0.9614450365304947,0.9664451193809509,1.0,1.0,0.97,0.0,0.9429916918277741,0.9656255543231964,0.9772128760814667,1.0,1.0,0.97,0.0,0.9477776527404785,0.9677863121032715,0.9781076371669769,1.0,1.0,0.98,0.0,0.9550634026527405,0.9713399708271027,0.9807686090469361,0.0,0.0,1.0,0.0,0.0,0.01,1.0,0.01,0.002984635829925586,0.005000082850456167,-0.02355488061904909,-0.010000000000000009,-0.009999999999999787,1.0,0.0,0.00023683171719312667,0.45600000000000024,1.0,0.00025880464225397804,0.96,0.22812940232112702,1.0,0.22812940232112702,0.95,0.00025295893939396573,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,15,13,True,3.0,1.0,0.9664451193809509,0.9686615580320358,0.9732165956497192,1.0,1.0,0.98,0.0,0.9550634026527405,0.9713399708271027,0.9807686090469361,1.0,1.0,0.98,0.0,0.9584284126758575,0.9734264612197876,0.9814859986305237,1.0,1.0,0.98,0.0,0.9641586780548096,0.9768962264060974,0.9837432503700256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0022164386510848955,0.0045550376176833884,-0.026783404350280815,0.010000000000000009,0.009999999999999787,1.0,0.0,0.00018469887785613537,0.45000000000000023,1.0,0.0003136119894237721,1.0,0.2251568059947119,1.0,0.2251568059947119,1.0,0.0003136119894237721,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,16,13,True,3.0,1.0,0.9732165956497192,0.9748723751306534,0.9779414659738541,1.0,1.0,0.98,0.0,0.9641586780548096,0.9768962264060974,0.9837432503700256,1.0,1.0,0.98,0.0,0.9666495203971863,0.9780897796154022,0.9849976480007172,1.0,1.0,0.98,0.0,0.9713605225086213,0.9801152646541595,0.985951155424118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016557794809342052,0.003069090843200728,-0.022058534026145882,0.0,0.0,1.0,0.0,0.00013406017795205115,0.45000000000000023,1.0,0.0003361757151824341,1.0,0.22516808785759118,1.0,0.22516808785759118,1.0,0.0003361757151824341,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,17,13,True,3.0,1.0,0.9779414659738541,0.9791850847005844,0.9815080016851425,1.0,1.0,0.98,0.0,0.9713605225086213,0.9801152646541595,0.985951155424118,1.0,1.0,0.98,0.0,0.9732906758785248,0.9813843667507172,0.9866593778133392,1.0,1.0,1.0,0.0,0.9760992288589477,0.9833655655384064,0.9880720555782319,0.0,0.0,2.0,0.0,0.0,0.02,0.0,0.0,0.001243618726730289,0.00232291698455811,-0.018491998314857483,0.0,0.0,1.0,0.0,9.659905452281237e-05,0.45000000000000023,1.0,0.00035168535383445774,1.0,0.2251758426769173,1.0,0.2251758426769173,1.0,0.00035168535383445774,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,18,13,True,3.0,1.0,0.9815080016851425,0.9824507385492325,0.9842265009880066,1.0,1.0,1.0,0.0,0.9760992288589477,0.9833655655384064,0.9880720555782319,1.0,1.0,1.0,0.0,0.9776859104633331,0.9841490089893341,0.9884952902793884,1.0,1.0,1.0,0.0,0.9794329404830933,0.9858417809009552,0.9894585609436035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009427368640899658,0.0017757624387740867,-0.01577349901199343,0.0,0.0,1.0,0.0,6.780497264117003e-05,0.45000000000000023,1.0,0.00036304442428528483,1.0,0.2251815222121426,1.0,0.2251815222121426,1.0,0.00036304442428528483,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,19,13,True,3.0,1.0,0.9842265009880066,0.9849491810798645,0.9863270217180252,1.0,1.0,1.0,0.0,0.9794329404830933,0.9858417809009552,0.9894585609436035,1.0,1.0,1.0,0.0,0.9802028954029083,0.9863578081130981,0.9899436235427856,1.0,1.0,1.0,0.0,0.9821028172969818,0.9875079691410065,0.9908165395259857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007226800918579412,0.00137784063816071,-0.01367297828197478,0.0,0.0,1.0,0.0,4.767657723277807e-05,0.45000000000000023,1.0,0.00037135201837808386,1.0,0.22518567600918907,1.0,0.22518567600918907,1.0,0.00037135201837808386,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,20,13,True,3.0,1.0,0.9863270217180252,0.986890355348587,0.9879785960912705,1.0,1.0,1.0,0.0,0.9821028172969818,0.9875079691410065,0.9908165395259857,1.0,1.0,1.0,0.0,0.9828892648220062,0.9879643321037292,0.991151773929596,1.0,1.0,1.0,0.0,0.9844185531139373,0.988720715045929,0.9917252004146576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005633336305618242,0.0010882407426834328,-0.012021403908729522,0.0,0.0,1.0,0.0,3.448991104960442e-05,0.45000000000000023,1.0,0.00037742894659265167,1.0,0.2251887144732963,1.0,0.2251887144732963,1.0,0.00037742894659265167,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,21,13,True,3.0,1.0,0.9879785960912705,0.9884261810779571,0.9893021291494369,1.0,1.0,1.0,0.0,0.9844185531139373,0.988720715045929,0.9917252004146576,1.0,1.0,1.0,0.0,0.9847489833831787,0.989038497209549,0.9919677793979644,1.0,1.0,1.0,0.0,0.9858120620250702,0.9898513853549957,0.992550152540207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044758498668662217,0.0008759480714798373,-0.010697870850563063,0.0,0.0,1.0,0.0,2.5911005213856697e-05,0.45000000000000023,1.0,0.00038187263306065143,1.0,0.2251909363165303,1.0,0.2251909363165303,1.0,0.00038187263306065143,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,22,13,True,3.0,1.0,0.9893021291494369,0.9896648746728897,0.9903832107782364,1.0,1.0,1.0,0.0,0.9858120620250702,0.9898513853549957,0.992550152540207,1.0,1.0,1.0,0.0,0.9860838890075684,0.9901523590087891,0.9927879571914673,1.0,1.0,1.0,0.0,0.9869131028652192,0.9908629953861237,0.9932277798652649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036274552345272326,0.000718336105346773,-0.009616789221763566,0.0,0.0,1.0,0.0,2.0086285658180714e-05,0.45000000000000023,1.0,0.00038511431480638846,1.0,0.2251925571574032,1.0,0.2251925571574032,1.0,0.00038511431480638846,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,23,13,True,3.0,1.0,0.9903832107782364,0.9906826364994049,0.9912812089920044,1.0,1.0,1.0,0.0,0.9869131028652192,0.9908629953861237,0.9932277798652649,1.0,1.0,1.0,0.0,0.9873097777366638,0.9911974370479584,0.9934103071689606,1.0,1.0,1.0,0.0,0.9881675362586975,0.9917833805084229,0.993809598684311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002994257211684781,0.0005985724925995362,-0.008718791007995552,0.0,0.0,1.0,0.0,1.589813269674778e-05,0.45000000000000023,1.0,0.0003874616109361118,1.0,0.2251937308054681,1.0,0.2251937308054681,1.0,0.0003874616109361118,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,24,13,True,3.0,1.0,0.9912812089920044,0.991532369852066,0.9920378100872039,1.0,1.0,1.0,0.0,0.9881675362586975,0.9917833805084229,0.993809598684311,1.0,1.0,1.0,0.0,0.9885379314422608,0.9919718503952026,0.9939819276332855,1.0,1.0,1.0,0.0,0.9892386674880982,0.9923407435417175,0.9942851603031159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025116086006160554,0.0005054402351378773,-0.00796218991279607,0.0,0.0,1.0,0.0,1.2741060927510262e-05,0.45000000000000023,1.0,0.0003891360663611765,1.0,0.2251945680331806,1.0,0.2251945680331806,1.0,0.0003891360663611765,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,25,13,True,3.0,1.0,0.9920378100872039,0.9922511667013169,0.9926824706792832,1.0,1.0,1.0,0.0,0.9892386674880982,0.9923407435417175,0.9942851603031159,1.0,1.0,1.0,0.0,0.9895511865615845,0.9925614893436432,0.9944127023220062,1.0,1.0,1.0,0.0,0.9902373790740967,0.9929483532905579,0.9947215557098389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021335661411292506,0.00043130397796631303,-0.007317529320716831,0.0,0.0,1.0,0.0,1.0363729670643806e-05,0.45000000000000023,1.0,0.0003902977531419527,1.0,0.225195148876571,1.0,0.225195148876571,1.0,0.0003902977531419527,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,26,13,True,3.0,1.0,0.9926824706792832,0.9928656101226807,0.9932368195056915,1.0,1.0,1.0,0.0,0.9902373790740967,0.9929483532905579,0.9947215557098389,1.0,1.0,1.0,0.0,0.9904274880886078,0.9930955469608307,0.9948334455490112,1.0,1.0,1.0,0.0,0.9909078061580658,0.9935331344604492,0.9950556516647339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018313944339753974,0.00037120938301082873,-0.006763180494308463,0.0,0.0,1.0,0.0,8.582782465964555e-06,0.45000000000000023,1.0,0.0003910656438230642,1.0,0.22519553282191154,1.0,0.22519553282191154,1.0,0.0003910656438230642,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,27,13,True,3.0,1.0,0.9932368195056915,0.993395385146141,0.9937173426151276,1.0,1.0,1.0,0.0,0.9909078061580658,0.9935331344604492,0.9950556516647339,1.0,1.0,1.0,0.0,0.9911480009555816,0.9936453700065613,0.9951514720916748,1.0,1.0,1.0,0.0,0.9916567206382751,0.993937224149704,0.9953711867332459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015856564044947064,0.00032195746898655564,-0.0062826573848724365,0.0,0.0,1.0,0.0,7.321508601307869e-06,0.45000000000000023,1.0,0.0003915301504708923,1.0,0.2251957650752355,1.0,0.2251957650752355,1.0,0.0003915301504708923,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,28,13,True,3.0,1.0,0.9937173426151276,0.993855710029602,0.9941369831562042,1.0,1.0,1.0,0.0,0.9916567206382751,0.993937224149704,0.9953711867332459,1.0,1.0,1.0,0.0,0.9919037878513336,0.994056761264801,0.9954359650611877,1.0,1.0,1.0,0.0,0.9923104286193848,0.9943223595619202,0.995618861913681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013836741447448286,0.0002812731266021995,-0.005863016843795754,0.0,0.0,1.0,0.0,6.434607785195112e-06,0.45000000000000023,1.0,0.0003917614022594984,1.0,0.22519588070112972,1.0,0.22519588070112972,1.0,0.0003917614022594984,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,29,13,True,3.0,1.0,0.9941369831562042,0.99425861120224,0.994506087899208,1.0,1.0,1.0,0.0,0.9923104286193848,0.9943223595619202,0.995618861913681,1.0,1.0,1.0,0.0,0.9925020635128021,0.994462788105011,0.9956809163093567,1.0,1.0,1.0,0.0,0.9929429054260254,0.9946846663951874,0.9959010720252991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012162804603577104,0.00024747669696800756,-0.0054939121007919756,0.0,0.0,1.0,0.0,5.8142957277595995e-06,0.45000000000000023,1.0,0.0003918144712662353,1.0,0.22519590723563312,1.0,0.22519590723563312,1.0,0.0003918144712662353,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,30,13,True,3.0,1.0,0.994506087899208,0.9946137934923172,0.9948330849409104,1.0,1.0,1.0,0.0,0.9929429054260254,0.9946846663951874,0.9959010720252991,1.0,1.0,1.0,0.0,0.9931062877178192,0.9947895407676697,0.9959769546985626,1.0,1.0,1.0,0.0,0.9934047043323517,0.9949994385242462,0.9961293280124665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010770559310913086,0.00021929144859322847,-0.005166915059089616,0.0,0.0,1.0,0.0,5.369291175156832e-06,0.45000000000000023,1.0,0.0003917329584211493,1.0,0.22519586647921055,1.0,0.22519586647921055,1.0,0.0003917329584211493,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,31,13,True,3.0,1.0,0.9948330849409104,0.9949291467666626,0.9951247948408127,1.0,1.0,1.0,0.0,0.9934047043323517,0.9949994385242462,0.9961293280124665,1.0,1.0,1.0,0.0,0.9935384392738342,0.9950941503047943,0.9961933970451355,1.0,1.0,1.0,0.0,0.9938295781612396,0.9952809810638428,0.9963250815868377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.606182575216948e-05,0.0001956480741501787,-0.004875205159187268,0.0,0.0,1.0,0.0,5.027877632528543e-06,0.45000000000000023,1.0,0.0003915512260657017,1.0,0.22519577561303286,1.0,0.22519577561303286,1.0,0.0003915512260657017,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,32,13,True,3.0,1.0,0.9951247948408127,0.9952110612392425,0.9953867423534394,1.0,1.0,1.0,0.0,0.9938295781612396,0.9952809810638428,0.9963250815868377,1.0,1.0,1.0,0.0,0.9939578831195831,0.9953568279743195,0.9963833868503571,1.0,1.0,1.0,0.0,0.994222205877304,0.9955192506313324,0.9964884996414185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.626639842979067e-05,0.00017568111419685728,-0.00461325764656062,0.0,0.0,1.0,0.0,4.746604245156049e-06,0.45000000000000023,1.0,0.000391296274862879,1.0,0.22519564813743143,1.0,0.22519564813743143,1.0,0.000391296274862879,
